Admin2,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,date
Day,South Dakota,US,45.367281,-97.60737498,0,0,0,0,"Day, South Dakota, US",03/28/2020
De Baca,New Mexico,US,34.34274529,-104.4117842,0,0,0,0,"De Baca, New Mexico, US",03/28/2020
De Soto,Louisiana,US,32.05457447,-93.74130302,21,1,0,0,"De Soto, Louisiana, US",03/28/2020
De Witt,Illinois,US,40.17514519,-88.90959682,0,0,0,0,"De Witt, Illinois, US",03/28/2020
DeKalb,Alabama,US,34.45946862,-85.80782906,4,0,0,0,"DeKalb, Alabama, US",03/28/2020
DeKalb,Georgia,US,33.76944049,-84.22396017,240,2,0,0,"DeKalb, Georgia, US",03/28/2020
DeKalb,Illinois,US,41.89373302,-88.76958483,4,0,0,0,"DeKalb, Illinois, US",03/28/2020
DeKalb,Indiana,US,41.39804622,-84.99906934,1,0,0,0,"DeKalb, Indiana, US",03/28/2020
DeKalb,Missouri,US,39.89201062,-94.40476508,0,0,0,0,"DeKalb, Missouri, US",03/28/2020
DeKalb,Tennessee,US,35.97616272,-85.83689361,3,0,0,0,"DeKalb,Tennessee,US",03/28/2020
DeSoto,Florida,US,27.18677893,-81.80941373,7,0,0,0,"DeSoto,Florida,US",03/28/2020
DeWitt,Texas,US,29.08101855,-97.3568117,3,0,0,0,"DeWitt, Texas, US",03/28/2020
Des Moines,Iowa,US,40.92012606,-91.18326592,1,0,0,0,"Des Moines, Iowa, US",03/28/2020
Crook,Oregon,US,44.14230227,-120.356297,0,0,0,0,"Crook, Oregon, US",03/28/2020
Crockett,Tennessee,US,35.81830662,-89.14916269,0,0,0,0,"Crockett, Tennessee, US",03/28/2020
Collingsworth,Texas,US,34.96489496,-100.2700111,0,0,0,0,"Collingsworth, Texas, US",03/28/2020
Colonial Heights,Virginia,US,37.26420587,-77.39609676,0,0,0,0,"Colonial Heights, Virginia, US",03/28/2020
Colorado,Texas,US,29.622098,-96.5273805,0,0,0,0,"Colorado, Texas, US",03/28/2020
Colquitt,Georgia,US,31.18810588,-83.7677946,5,0,0,0,"Colquitt, Georgia, US",03/28/2020
Columbia,Arkansas,US,33.21230701,-93.22642793,1,0,0,0,"Columbia, Arkansas, US",03/28/2020
Columbia,Florida,US,30.22509788,-82.62160164,3,0,0,0,"Columbia, Florida, US",03/28/2020
Columbia,Georgia,US,33.54534185,-82.263524,12,0,0,0,"Columbia, Georgia, US",03/28/2020
Columbia,New York,US,42.24819348,-73.63089095,30,1,0,0,"Columbia, New York, US",03/28/2020
Columbia,Oregon,US,45.94464254,-123.0890898,1,0,0,0,"Columbia, Oregon, US",03/28/2020
Collin,Texas,US,33.18820114,-96.57264368,118,1,0,0,"Collin, Texas, US",03/28/2020
Columbia,Pennsylvania,US,41.04821986,-76.40565017,4,0,0,0,"Columbia, Pennsylvania, US",03/28/2020
Columbia,Wisconsin,US,43.46492199,-89.33589004,7,0,0,0,"Columbia, Wisconsin, US",03/28/2020
Columbiana,Ohio,US,40.76932373,-80.78094576,9,1,0,0,"Columbiana, Ohio, US",03/28/2020
Columbus,North Carolina,US,34.26744084,-78.65801424,2,0,0,0,"Columbus, North Carolina, US",03/28/2020
Colusa,California,US,39.17881957,-122.2331726,1,0,0,0,"Colusa, California, US",03/28/2020
Comal,Texas,US,29.80811278,-98.27647225,9,1,0,0,"Comal, Texas, US",03/28/2020
Comanche,Kansas,US,37.19114520000001,-99.27113247,0,0,0,0,"Comanche, Kansas, US",03/28/2020
Comanche,Oklahoma,US,34.65973764,-98.47195055,6,0,0,0,"Comanche, Oklahoma, US",03/28/2020
Comanche,Texas,US,31.94854689,-98.55876441,1,0,0,0,"Comanche, Texas, US",03/28/2020
Concho,Texas,US,31.32635934,-99.86473038,0,0,0,0,"Concho, Texas, US",03/28/2020
Columbia,Washington,US,46.29442881,-117.9051983,1,0,0,0,"Columbia, Washington, US",03/28/2020
Collier,Florida,US,26.11091986,-81.34687065,92,0,0,0,"Collier, Florida, US",03/28/2020
Colleton,South Carolina,US,32.87582989,-80.67641292,4,0,0,0,"Colleton, South Carolina, US",03/28/2020
Colfax,New Mexico,US,36.60569702,-104.64726740000002,0,0,0,0,"Colfax, New Mexico, US",03/28/2020
Clinton,Ohio,US,39.41485808,-83.80852286,3,0,0,0,"Clinton, Ohio, US",03/28/2020
Clinton,Pennsylvania,US,41.23255967,-77.63785995,0,0,0,0,"Clinton, Pennsylvania, US",03/28/2020
Cloud,Kansas,US,39.48028352,-97.64925343,0,0,0,0,"Cloud, Kansas, US",03/28/2020
Coahoma,Mississippi,US,34.22772299,-90.60415045,18,0,0,0,"Coahoma, Mississippi, US",03/28/2020
Coal,Oklahoma,US,34.58840127,-96.29798747,0,0,0,0,"Coal, Oklahoma, US",03/28/2020
Cobb,Georgia,US,33.94243204,-84.5761255,181,8,0,0,"Cobb, Georgia, US",03/28/2020
Cochise,Arizona,US,31.87934684,-109.7516088,3,0,0,0,"Cochise, Arizona, US",03/28/2020
Cochran,Texas,US,33.60425307,-102.8284499,0,0,0,0,"Cochran, Texas, US",03/28/2020
Cocke,Tennessee,US,35.9278914,-83.11828725,1,0,0,0,"Cocke, Tennessee, US",03/28/2020
Coconino,Arizona,US,35.83883429,-111.7707178,56,2,0,0,"Coconino, Arizona, US",03/28/2020
Codington,South Dakota,US,44.97788119,-97.18827677,2,0,0,0,"Codington, South Dakota, US",03/28/2020
Coffee,Alabama,US,31.39932826,-85.98901039,0,0,0,0,"Coffee, Alabama, US",03/28/2020
Coffee,Georgia,US,31.54892966,-82.85492059999999,3,0,0,0,"Coffee, Georgia, US",03/28/2020
Coffee,Tennessee,US,35.49090731,-86.07311784,0,0,0,0,"Coffee, Tennessee, US",03/28/2020
Coffey,Kansas,US,38.2365018,-95.73379515,5,0,0,0,"Coffey, Kansas, US",03/28/2020
Coke,Texas,US,31.88911733,-100.5297533,0,0,0,0,"Coke, Texas, US",03/28/2020
Colbert,Alabama,US,34.69847452,-87.80168544,1,0,0,0,"Colbert, Alabama, US",03/28/2020
Cole,Missouri,US,38.50455671,-92.27860244,17,0,0,0,"Cole, Missouri, US",03/28/2020
Coleman,Texas,US,31.76736834,-99.45240766,0,0,0,0,"Coleman, Texas, US",03/28/2020
Coles,Illinois,US,39.51949084,-88.22358557,0,0,0,0,"Coles, Illinois, US",03/28/2020
Colfax,Nebraska,US,41.57486951,-97.0868542,0,0,0,0,"Colfax, Nebraska, US",03/28/2020
Concordia,Louisiana,US,31.44817835,-91.63814433,0,0,0,0,"Concordia, Louisiana, US",03/28/2020
Conecuh,Alabama,US,31.43401703,-86.99320044,0,0,0,0,"Conecuh, Alabama, US",03/28/2020
Conejos,Colorado,US,37.201606,-106.19174879999998,0,0,0,0,"Conejos, Colorado, US",03/28/2020
Contra Costa,California,US,37.91923498,-121.9289527,168,2,0,0,"Contra Costa, California, US",03/28/2020
Craig,Oklahoma,US,36.76268118,-95.20916602,1,0,0,0,"Craig, Oklahoma, US",03/28/2020
Craig,Virginia,US,37.48133648,-80.21072274,0,0,0,0,"Craig, Virginia, US",03/28/2020
Craighead,Arkansas,US,35.83018283,-90.63235729,4,0,0,0,"Craighead, Arkansas, US",03/28/2020
Crane,Texas,US,31.43052248,-102.5143314,1,0,0,0,"Crane, Texas, US",03/28/2020
Craven,North Carolina,US,35.11833364,-77.08398081,4,0,0,0,"Craven, North Carolina, US",03/28/2020
Crawford,Arkansas,US,35.58928601,-94.2446814,1,0,0,0,"Crawford, Arkansas, US",03/28/2020
Crawford,Georgia,US,32.71391813,-83.98061238,0,0,0,0,"Crawford, Georgia, US",03/28/2020
Crawford,Illinois,US,39.0032229,-87.75954624,0,0,0,0,"Crawford, Illinois, US",03/28/2020
Crawford,Indiana,US,38.28814402,-86.44518825,1,0,0,0,"Crawford, Indiana, US",03/28/2020
Crawford,Iowa,US,42.03718237,-95.3819718,0,0,0,0,"Crawford, Iowa, US",03/28/2020
Crawford,Kansas,US,37.50675523,-94.85245778,3,0,0,0,"Crawford, Kansas, US",03/28/2020
Crawford,Michigan,US,44.68255561,-84.61006219,1,0,0,0,"Crawford, Michigan, US",03/28/2020
Crawford,Missouri,US,37.97663738,-91.30528104,0,0,0,0,"Crawford, Missouri, US",03/28/2020
Crawford,Ohio,US,40.85065156,-82.91989099,2,0,0,0,"Crawford, Ohio, US",03/28/2020
Crawford,Pennsylvania,US,41.68447709,-80.10760592,2,0,0,0,"Crawford, Pennsylvania, US",03/28/2020
Crawford,Wisconsin,US,43.23870316,-90.93073686,0,0,0,0,"Crawford, Wisconsin, US",03/28/2020
Creek,Oklahoma,US,35.90230551,-96.37086028,16,1,0,0,"Creek, Oklahoma, US",03/28/2020
Crenshaw,Alabama,US,31.72941803,-86.31593104,1,0,0,0,"Crenshaw, Alabama, US",03/28/2020
Crisp,Georgia,US,31.92289565,-83.76811843,5,0,0,0,"Crisp, Georgia, US",03/28/2020
Crittenden,Arkansas,US,35.21247318,-90.30839406,14,0,0,0,"Crittenden, Arkansas, US",03/28/2020
Crittenden,Kentucky,US,37.35839237,-88.08826090000002,0,0,0,0,"Crittenden, Kentucky, US",03/28/2020
Cowlitz,Washington,US,46.19074721,-122.6782231,10,0,0,0,"Cowlitz, Washington, US",03/28/2020
Crockett,Texas,US,30.72367027,-101.4134238,0,0,0,0,"Crockett, Texas, US",03/28/2020
Cowley,Kansas,US,37.23781842,-96.83776647,0,0,0,0,"Cowley, Kansas, US",03/28/2020
Covington,Virginia,US,37.7824656,-79.98631446,0,0,0,0,"Covington, Virginia, US",03/28/2020
Converse,Wyoming,US,42.97272268,-105.5081848,1,0,0,0,"Converse, Wyoming, US",03/28/2020
Conway,Arkansas,US,35.26205537,-92.70506566,1,0,0,0,"Conway, Arkansas, US",03/28/2020
Cook,Georgia,US,31.16068491,-83.42947229,0,0,0,0,"Cook, Georgia, US",03/28/2020
Cook,Illinois,US,41.84144849,-87.81658794,2613,28,0,0,"Cook, Illinois, US",03/28/2020
Cook,Minnesota,US,47.90504893,-90.52629546,0,0,0,0,"Cook, Minnesota, US",03/28/2020
Cooke,Texas,US,33.63979567,-97.21240912,0,0,0,0,"Cooke, Texas, US",03/28/2020
Cooper,Missouri,US,38.844478,-92.80896081,1,0,0,0,"Cooper, Missouri, US",03/28/2020
Coos,New Hampshire,US,44.69063265,-71.30633239,0,0,0,0,"Coos, New Hampshire, US",03/28/2020
Coos,Oregon,US,43.17406868,-124.0594514,0,0,0,0,"Coos, Oregon, US",03/28/2020
Coosa,Alabama,US,32.93690146,-86.24847739,2,0,0,0,"Coosa, Alabama, US",03/28/2020
Copiah,Mississippi,US,31.86977774,-90.44565118,8,0,0,0,"Copiah, Mississippi, US",03/28/2020
Corson,South Dakota,US,45.70889983,-101.1970473,0,0,0,0,"Corson, South Dakota, US",03/28/2020
Cortland,New York,US,42.59509207,-76.07048931,7,0,0,0,"Cortland, New York, US",03/28/2020
Coryell,Texas,US,31.39078397,-97.79936155,1,0,0,0,"Coryell, Texas, US",03/28/2020
Coshocton,Ohio,US,40.30096166,-81.91729018,4,0,0,0,"Coshocton, Ohio, US",03/28/2020
Costilla,Colorado,US,37.27732493,-105.4276548,1,0,0,0,"Costilla, Colorado, US",03/28/2020
Cottle,Texas,US,34.07783319,-100.2785062,0,0,0,0,"Cottle, Texas, US",03/28/2020
Cotton,Oklahoma,US,34.28845626,-98.37053567,0,0,0,0,"Cotton, Oklahoma, US",03/28/2020
Cottonwood,Minnesota,US,44.00715262,-95.18138802,0,0,0,0,"Cottonwood, Minnesota, US",03/28/2020
Covington,Alabama,US,31.2477854,-86.45050893,2,0,0,0,"Covington, Alabama, US",03/28/2020
Covington,Mississippi,US,31.63225413,-89.55389939,1,0,0,0,"Covington, Mississippi, US",03/28/2020
Coweta,Georgia,US,33.35334302,-84.76129976,19,2,0,0,"Coweta, Georgia, US",03/28/2020
Deschutes,Oregon,US,43.91570171,-121.2289121,20,0,0,0,"Deschutes, Oregon, US",03/28/2020
Desha,Arkansas,US,33.83011025,-91.25500948,2,0,0,0,"Desha, Arkansas, US",03/28/2020
Deuel,Nebraska,US,41.11168186,-102.3333331,0,0,0,0,"Deuel, Nebraska, US",03/28/2020
Fairfax City,Virginia,US,38.85157547,-77.29779640000002,0,0,0,0,"Fairfax City, Virginia, US",03/28/2020
Fairfield,Connecticut,US,41.26809896,-73.3881171,908,20,0,0,"Fairfield, Connecticut, US",03/28/2020
Fairfield,Ohio,US,39.75107189,-82.63088163,14,0,0,0,"Fairfield, Ohio, US",03/28/2020
Fairfield,South Carolina,US,34.39287073,-81.1195624,4,0,0,0,"Fairfield, South Carolina, US",03/28/2020
Fall River,South Dakota,US,43.23929297,-103.5275691,0,0,0,0,"Fall River, South Dakota, US",03/28/2020
Fallon,Montana,US,46.33478338,-104.4183565,0,0,0,0,"Fallon, Montana, US",03/28/2020
Falls,Texas,US,31.25350609,-96.93630086,1,0,0,0,"Falls, Texas, US",03/28/2020
Falls Church,Virginia,US,38.88485255,-77.17560759,0,0,0,0,"Falls Church, Virginia, US",03/28/2020
Fannin,Georgia,US,34.86430205,-84.316964,3,0,0,0,"Fannin, Georgia, US",03/28/2020
Fairfax,Virginia,US,38.83677558,-77.27565836,156,2,0,0,"Fairfax, Virginia, US",03/28/2020
Fannin,Texas,US,33.59564294,-96.10751083,1,0,0,0,"Fannin, Texas, US",03/28/2020
Faulk,South Dakota,US,45.07082625,-99.14535601,1,0,0,0,"Faulk, South Dakota, US",03/28/2020
Faulkner,Arkansas,US,35.14719007,-92.33717519,29,0,0,0,"Faulkner, Arkansas, US",03/28/2020
Fauquier,Virginia,US,38.73564842,-77.80647472,6,0,0,0,"Fauquier, Virginia, US",03/28/2020
Fayette,Alabama,US,33.72076938,-87.73886638,0,0,0,0,"Fayette, Alabama, US",03/28/2020
Fayette,Georgia,US,33.41357794,-84.49089434,25,2,0,0,"Fayette, Georgia, US",03/28/2020
Fayette,Illinois,US,39.00072038,-89.02452658,1,0,0,0,"Fayette, Illinois, US",03/28/2020
Fayette,Indiana,US,39.63684962,-85.17797541,4,1,0,0,"Fayette, Indiana, US",03/28/2020
Fayette,Iowa,US,42.86271799,-91.8441231,2,0,0,0,"Fayette, Iowa, US",03/28/2020
Fayette,Kentucky,US,38.0368225,-84.45576892,28,2,0,0,"Fayette, Kentucky, US",03/28/2020
Faribault,Minnesota,US,43.67381499,-93.94787458,1,0,0,0,"Faribault, Minnesota, US",03/28/2020
Fairbanks North Star,Alaska,US,64.80726247,-146.5692662,19,0,0,0,"Fairbanks North Star,Alaska,US",03/28/2020
Evans,Georgia,US,32.15328841,-81.8870105,0,0,0,0,"Evans, Georgia, US",03/28/2020
Evangeline,Louisiana,US,30.72985248,-92.39915924,4,0,0,0,"Evangeline, Louisiana, US",03/28/2020
Emanuel,Georgia,US,32.59221302,-82.30239915,0,0,0,0,"Emanuel, Georgia, US",03/28/2020
Emery,Utah,US,38.99617072,-110.7013958,0,0,0,0,"Emery, Utah, US",03/28/2020
Emmet,Iowa,US,43.37782951,-94.67858943,0,0,0,0,"Emmet, Iowa, US",03/28/2020
Emmet,Michigan,US,45.52625509,-84.89083249,4,0,0,0,"Emmet, Michigan, US",03/28/2020
Emmons,North Dakota,US,46.28398398,-100.2389766,0,0,0,0,"Emmons, North Dakota, US",03/28/2020
Emporia,Virginia,US,36.69455571,-77.53406129,0,0,0,0,"Emporia, Virginia, US",03/28/2020
Erath,Texas,US,32.23602653,-98.21773417,1,0,0,0,"Erath, Texas, US",03/28/2020
Erie,New York,US,42.76249024,-78.73063652,318,6,0,0,"Erie, New York, US",03/28/2020
Erie,Ohio,US,41.36796058,-82.62904521,5,1,0,0,"Erie, Ohio, US",03/28/2020
Erie,Pennsylvania,US,41.99253829,-80.03301954,7,0,0,0,"Erie, Pennsylvania, US",03/28/2020
Escambia,Alabama,US,31.1256789,-87.15918694,1,0,0,0,"Escambia, Alabama, US",03/28/2020
Escambia,Florida,US,30.67652764,-87.37284571,28,0,0,0,"Escambia, Florida, US",03/28/2020
Esmeralda,Nevada,US,37.78436681,-117.6319999,0,0,0,0,"Esmeralda, Nevada, US",03/28/2020
Essex,Massachusetts,US,42.6687626,-70.94687179,472,3,0,0,"Essex, Massachusetts, US",03/28/2020
Essex,New Jersey,US,40.78681335,-74.24657979,1086,7,0,0,"Essex, New Jersey, US",03/28/2020
Essex,New York,US,44.11630765,-73.77297842,5,0,0,0,"Essex, New York, US",03/28/2020
Essex,Vermont,US,44.72736416,-71.73579864,0,0,0,0,"Essex, Vermont, US",03/28/2020
Essex,Virginia,US,37.93357639,-76.94230311,0,0,0,0,"Essex, Virginia, US",03/28/2020
Estill,Kentucky,US,37.69241417,-83.95956369,0,0,0,0,"Estill, Kentucky, US",03/28/2020
Etowah,Alabama,US,34.04567266,-86.04051873,6,0,0,0,"Etowah, Alabama, US",03/28/2020
Eureka,Nevada,US,39.98100864,-116.2683204,0,0,0,0,"Eureka, Nevada, US",03/28/2020
Fayette,Ohio,US,39.56021306,-83.4562016,1,0,0,0,"Fayette, Ohio, US",03/28/2020
Fayette,Pennsylvania,US,39.92041012,-79.64291195,10,0,0,0,"Fayette, Pennsylvania, US",03/28/2020
Fayette,Tennessee,US,35.19615831,-89.41399032,4,0,0,0,"Fayette, Tennessee, US",03/28/2020
Fayette,Texas,US,29.87788372,-96.92076062,1,0,0,0,"Fayette, Texas, US",03/28/2020
Forest,Wisconsin,US,45.66678019,-88.77084892,0,0,0,0,"Forest, Wisconsin, US",03/28/2020
Forrest,Mississippi,US,31.18961454,-89.25832496,18,0,0,0,"Forrest, Mississippi, US",03/28/2020
Forsyth,Georgia,US,34.22604035,-84.12315129999998,21,1,0,0,"Forsyth, Georgia, US",03/28/2020
Forsyth,North Carolina,US,36.12859861,-80.25459052,33,0,0,0,"Forsyth, North Carolina, US",03/28/2020
Fort Bend,Texas,US,29.52704478,-95.77219463,101,1,0,0,"Fort Bend, Texas, US",03/28/2020
Foster,North Dakota,US,47.4571084,-98.88279923,1,0,0,0,"Foster, North Dakota, US",03/28/2020
Fountain,Indiana,US,40.12361933,-87.24217689,1,0,0,0,"Fountain, Indiana, US",03/28/2020
Franklin,Alabama,US,34.44235334,-87.84289505,3,0,0,0,"Franklin, Alabama, US",03/28/2020
Franklin,Arkansas,US,35.51202821,-93.89299569,0,0,0,0,"Franklin, Arkansas, US",03/28/2020
Franklin,Florida,US,29.83791238,-84.82731662,0,0,0,0,"Franklin, Florida, US",03/28/2020
Franklin,Georgia,US,34.37525597,-83.23159927,2,0,0,0,"Franklin, Georgia, US",03/28/2020
Franklin,Idaho,US,42.18332217,-111.8149666,0,0,0,0,"Franklin, Idaho, US",03/28/2020
Franklin,Illinois,US,37.99189086,-88.92567818,1,0,0,0,"Franklin, Illinois, US",03/28/2020
Franklin,Indiana,US,39.4142482,-85.06062647,23,2,0,0,"Franklin, Indiana, US",03/28/2020
Franklin,Iowa,US,42.73270384,-93.26256925,0,0,0,0,"Franklin, Iowa, US",03/28/2020
Franklin,Kansas,US,38.56443815,-95.28644341,6,0,0,0,"Franklin, Kansas, US",03/28/2020
Franklin,Kentucky,US,38.2379395,-84.87962551,2,0,0,0,"Franklin, Kentucky, US",03/28/2020
Franklin,Louisiana,US,32.13675181,-91.67589857,4,0,0,0,"Franklin, Louisiana, US",03/28/2020
Franklin,Maine,US,44.97330019,-70.44381045,2,0,0,0,"Franklin, Maine, US",03/28/2020
Franklin,Massachusetts,US,42.58119713,-72.58602547,39,2,0,0,"Franklin, Massachusetts, US",03/28/2020
Franklin,Mississippi,US,31.47786634,-90.89672989,3,0,0,0,"Franklin, Mississippi, US",03/28/2020
Forest,Pennsylvania,US,41.51095103,-79.23229292,0,0,0,0,"Forest, Pennsylvania, US",03/28/2020
Elmore,Idaho,US,43.3507101,-115.4701578,0,0,0,0,"Elmore, Idaho, US",03/28/2020
Ford,Kansas,US,37.69200114,-99.88825298,1,0,0,0,"Ford, Kansas, US",03/28/2020
Fond du Lac,Wisconsin,US,43.75354908,-88.48885325,20,1,0,0,"Fond du Lac, Wisconsin, US",03/28/2020
Fayette,West Virginia,US,38.02974928,-81.08286634,0,0,0,0,"Fayette, West Virginia, US",03/28/2020
Fentress,Tennessee,US,36.38128818,-84.92870012,0,0,0,0,"Fentress, Tennessee, US",03/28/2020
Fergus,Montana,US,47.26331584,-109.2245206,0,0,0,0,"Fergus, Montana, US",03/28/2020
Ferry,Washington,US,48.471143100000006,-118.5154041,1,0,0,0,"Ferry, Washington, US",03/28/2020
Fillmore,Minnesota,US,43.67394126,-92.08980382,5,0,0,0,"Fillmore,Minnesota,US",03/28/2020
Fillmore,Nebraska,US,40.52458567,-97.59646937,0,0,0,0,"Fillmore, Nebraska, US",03/28/2020
Finney,Kansas,US,38.04340344,-100.7381938,0,0,0,0,"Finney, Kansas, US",03/28/2020
Fisher,Texas,US,32.74281316,-100.4019302,0,0,0,0,"Fisher, Texas, US",03/28/2020
Flagler,Florida,US,29.45933576,-81.31508595,13,0,0,0,"Flagler, Florida, US",03/28/2020
Flathead,Montana,US,48.29575866,-114.0520569,6,0,0,0,"Flathead, Montana, US",03/28/2020
Fleming,Kentucky,US,38.36758311,-83.69657514,0,0,0,0,"Fleming, Kentucky, US",03/28/2020
Florence,South Carolina,US,34.02361754,-79.70189312,12,3,0,0,"Florence, South Carolina, US",03/28/2020
Florence,Wisconsin,US,45.84963535,-88.39804137,0,0,0,0,"Florence, Wisconsin, US",03/28/2020
Floyd,Georgia,US,34.26268279,-85.21577392,27,1,0,0,"Floyd, Georgia, US",03/28/2020
Floyd,Indiana,US,38.32117957,-85.90385377,13,0,0,0,"Floyd, Indiana, US",03/28/2020
Floyd,Iowa,US,43.06000529999999,-92.78940097,0,0,0,0,"Floyd, Iowa, US",03/28/2020
Floyd,Kentucky,US,37.56213922,-82.74750924,0,0,0,0,"Floyd, Kentucky, US",03/28/2020
Floyd,Texas,US,34.07227468,-101.3031546,0,0,0,0,"Floyd, Texas, US",03/28/2020
Floyd,Virginia,US,36.9302126,-80.36738849,0,0,0,0,"Floyd, Virginia, US",03/28/2020
Fluvanna,Virginia,US,37.84157909,-78.27715475,3,0,0,0,"Fluvanna, Virginia, US",03/28/2020
Foard,Texas,US,33.97308618,-99.7767797,0,0,0,0,"Foard, Texas, US",03/28/2020
Ford,Illinois,US,40.59706922,-88.22350769,0,0,0,0,"Ford, Illinois, US",03/28/2020
Elmore,Alabama,US,32.59785413,-86.14415284,12,0,0,0,"Elmore, Alabama, US",03/28/2020
Ellsworth,Kansas,US,38.69677695,-98.20462799,0,0,0,0,"Ellsworth, Kansas, US",03/28/2020
Ellis,Texas,US,32.34894117,-96.79371841,13,0,0,0,"Ellis, Texas, US",03/28/2020
Doniphan,Kansas,US,39.79067154,-95.14056866,1,0,0,0,"Doniphan, Kansas, US",03/28/2020
Donley,Texas,US,34.96517499,-100.8140093,0,0,0,0,"Donley, Texas, US",03/28/2020
Dooly,Georgia,US,32.15630737,-83.79746561,0,0,0,0,"Dooly, Georgia, US",03/28/2020
Door,Wisconsin,US,44.95856458,-87.30002707,0,0,0,0,"Door, Wisconsin, US",03/28/2020
Dorchester,Maryland,US,38.45413522,-76.02752426,0,0,0,0,"Dorchester, Maryland, US",03/28/2020
Dorchester,South Carolina,US,33.0794369,-80.40502652,10,0,0,0,"Dorchester, South Carolina, US",03/28/2020
Dougherty,Georgia,US,31.53328528,-84.21722377,205,13,0,0,"Dougherty, Georgia, US",03/28/2020
Douglas,Colorado,US,39.33133796,-104.930001,79,0,0,0,"Douglas, Colorado, US",03/28/2020
Douglas,Georgia,US,33.70291126,-84.77026156,35,1,0,0,"Douglas, Georgia, US",03/28/2020
Douglas,Illinois,US,39.76768052,-88.21854195,1,0,0,0,"Douglas, Illinois, US",03/28/2020
Douglas,Kansas,US,38.88503636,-95.2925121,23,0,0,0,"Douglas, Kansas, US",03/28/2020
Douglas,Minnesota,US,45.93348491,-95.45335469,0,0,0,0,"Douglas, Minnesota, US",03/28/2020
Douglas,Missouri,US,36.9325593,-92.49905109,0,0,0,0,"Douglas, Missouri, US",03/28/2020
Douglas,Nebraska,US,41.29518299,-96.15085305,51,1,0,0,"Douglas, Nebraska, US",03/28/2020
Douglas,Nevada,US,38.912862,-119.6171333,5,0,0,0,"Douglas, Nevada, US",03/28/2020
Douglas,Oregon,US,43.27941273,-123.167291,4,0,0,0,"Douglas, Oregon, US",03/28/2020
Douglas,South Dakota,US,43.38520741,-98.36978007,0,0,0,0,"Douglas, South Dakota, US",03/28/2020
Douglas,Washington,US,47.7361335,-119.692937,5,0,0,0,"Douglas, Washington, US",03/28/2020
Douglas,Wisconsin,US,46.43222285,-91.91595768,6,0,0,0,"Douglas, Wisconsin, US",03/28/2020
Doña Ana,New Mexico,US,32.35275771,-106.8329387,0,0,0,0,"Doña Ana, New Mexico, US",03/28/2020
Drew,Arkansas,US,33.59035001,-91.71777921,1,0,0,0,"Drew, Arkansas, US",03/28/2020
Dona Ana,New Mexico,US,32.35275771,-106.83293870000001,17,0,0,0,"Dona Ana,New Mexico,US",03/28/2020
DuPage,Illinois,US,41.85116968,-88.08642662,202,6,0,0,"DuPage, Illinois, US",03/28/2020
Dolores,Colorado,US,37.75208676,-108.5211585,0,0,0,0,"Dolores, Colorado, US",03/28/2020
Dodge,Nebraska,US,41.58071748,-96.65598179,2,0,0,0,"Dodge, Nebraska, US",03/28/2020
Deuel,South Dakota,US,44.75994309,-96.66943645,1,0,0,0,"Deuel, South Dakota, US",03/28/2020
Dewey,Oklahoma,US,35.98772922,-99.00730714,0,0,0,0,"Dewey, Oklahoma, US",03/28/2020
Dewey,South Dakota,US,45.15639647,-100.8709139,0,0,0,0,"Dewey, South Dakota, US",03/28/2020
Dickens,Texas,US,33.61616822,-100.7788855,0,0,0,0,"Dickens, Texas, US",03/28/2020
Dickenson,Virginia,US,37.12560977,-82.35124171,0,0,0,0,"Dickenson, Virginia, US",03/28/2020
Dickey,North Dakota,US,46.11017712,-98.5049008,0,0,0,0,"Dickey, North Dakota, US",03/28/2020
Dickinson,Iowa,US,43.37787725,-95.1510206,1,0,0,0,"Dickinson, Iowa, US",03/28/2020
Dickinson,Kansas,US,38.86600962,-97.15532383,0,0,0,0,"Dickinson, Kansas, US",03/28/2020
Dickinson,Michigan,US,46.00999672,-87.86961634,0,0,0,0,"Dickinson, Michigan, US",03/28/2020
Dickson,Tennessee,US,36.14669837,-87.35891709,11,0,0,0,"Dickson, Tennessee, US",03/28/2020
Dillingham,Alaska,US,59.79603738,-158.23819419999995,0,0,0,0,"Dillingham, Alaska, US",03/28/2020
Dillon,South Carolina,US,34.39007791,-79.37741872,1,0,0,0,"Dillon, South Carolina, US",03/28/2020
Dimmit,Texas,US,28.42270064,-99.75645095,0,0,0,0,"Dimmit, Texas, US",03/28/2020
Dinwiddie,Virginia,US,37.07544585,-77.63451754,0,0,0,0,"Dinwiddie, Virginia, US",03/28/2020
District of Columbia,District of Columbia,US,38.90417773,-77.01655992,304,4,0,0,"District of Columbia,District of Columbia,US",03/28/2020
Divide,North Dakota,US,48.814938700000006,-103.4873611,1,0,0,0,"Divide, North Dakota, US",03/28/2020
Dixie,Florida,US,29.60631086,-83.15724673,0,0,0,0,"Dixie, Florida, US",03/28/2020
Dixon,Nebraska,US,42.49188363,-96.86782408,0,0,0,0,"Dixon, Nebraska, US",03/28/2020
Doddridge,West Virginia,US,39.27057157,-80.70671527,0,0,0,0,"Doddridge, West Virginia, US",03/28/2020
Dodge,Georgia,US,32.17265114,-83.16948926,1,0,0,0,"Dodge, Georgia, US",03/28/2020
Dodge,Minnesota,US,44.02238415,-92.86244324,6,0,0,0,"Dodge, Minnesota, US",03/28/2020
